experiment,detector,point_index,point,sweep_value,power_uw,detection_efficiency,photons_per_bright_dwell,contrast,switching_ratio,p_bright_stationary,gamma_tot_khz,horizon_us,target_fidelity,t_threshold_us,t_adaptive_count_us,t_fixed_count_mmpp_us,t_adaptive_mmpp_us,speedup_mmpp,speedup_mmpp_ci_low,speedup_mmpp_ci_high,speedup_count,speedup_count_ci_low,speedup_count_ci_high,speedup_fixed_count_mmpp,speedup_fixed_count_mmpp_ci_low,speedup_fixed_count_mmpp_ci_high
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.65,13.75789678180193,13.545198459562291,13.545198459562291,13.54519845956229,1.015702857575297,1.076510902263396,1.1129062038302333,1.015702857575297,0.9279592479640749,1.074973344108803,1.015702857575297,0.9279592479640749,1.074973344108803
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.66,14.717705864355558,13.545198459562291,13.545198459562291,13.54519845956229,1.086562585870828,1.0710895403330678,1.1114894189815034,1.0865625858708279,1.00962733515657,1.1120059390195192,1.0865625858708279,1.00962733515657,1.1120059390195192
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.67,15.74567103295713,15.498755169644095,15.498755169644095,15.094608186585859,1.0431321461493683,1.076631437179907,1.1134241146733257,1.015931335169204,1.0838572878476846,1.139212660079395,1.015931335169204,1.0838572878476846,1.139212660079395
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.68,16.89027032301257,16.230338045873964,16.230338045873964,15.366296461176914,1.0991763933284764,1.0856144383086745,1.127498397190692,1.0406604147907055,1.10192390001389,1.1710784085908905,1.0406604147907055,1.10192390001389,1.1710784085908905
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.69,18.1180739129707,16.99645359901462,16.99645359901462,16.177908629093942,1.1199268291321423,1.0993526532623923,1.1415364439107536,1.0659914321197632,1.1119436146109587,1.1881223678549393,1.0659914321197632,1.1119436146109587,1.1881223678549393
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.7,19.264295312328198,17.798731864176755,17.798731864176755,17.08454233832346,1.127586266628588,1.1061592266571902,1.1500144536173225,1.0823408914373929,1.1216672693661707,1.2027281672007153,1.0823408914373929,1.1216672693661707,1.2027281672007153
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.71,20.477864975942325,18.638879818506805,18.638879818506805,18.041985129342027,1.1350117422854307,1.112401967663518,1.1625772498600018,1.0986639312738937,1.1305178380818057,1.2165831665937064,1.0986639312738937,1.1305178380818057,1.2165831665937064
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.72,21.797636603682136,19.518685013057752,19.518685013057752,19.053084417556715,1.144047657900283,1.116275779197128,1.166479195645932,1.116757434688853,1.139340083026923,1.236337984572889,1.116757434688853,1.139340083026923,1.236337984572889
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.73,23.222641742978972,20.44001937609392,20.44001937609392,20.120847191707096,1.1541582479961527,1.1345053470030704,1.1698742009560572,1.1361359945744243,1.1548778700567075,1.253604396327581,1.1361359945744243,1.1548778700567075,1.253604396327581
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.74,24.68410468694865,21.404843195922062,21.404843195922062,21.2403324140163,1.1621336335894552,1.150449757176947,1.1755891007657826,1.153201846003307,1.1657627498886851,1.2586735141324497,1.153201846003307,1.1657627498886851,1.2586735141324497
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.75,26.11741697609337,22.41520929172263,22.41520929172263,22.276945138323768,1.1723967004417815,1.1591370685896145,1.1821537240780442,1.165164984015468,1.1723987232126045,1.2642390809066741,1.165164984015468,1.1723987232126045,1.2642390809066741
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.76,27.633956270805736,23.47326738125561,23.47326738125561,23.472756380856413,1.1772778544808251,1.1641762665948383,1.1906501991924094,1.1772522257754627,1.1781214373858495,1.270489321704243,1.1772522257754627,1.1781214373858495,1.270489321704243
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.77,29.185121893476925,24.581268654733773,24.581268654733773,24.67337984500827,1.18285869535549,1.1707971718768049,1.1995321447795342,1.187291115987887,1.1862873915385037,1.2703089868120676,1.187291115987887,1.1862873915385037,1.2703089868120676
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.78,30.80725378496079,25.741570564594976,25.741570564594976,25.798885213070044,1.1941312010393939,1.1776031855417048,1.217785375857993,1.1967899824781152,1.1950134499785767,1.271536982107185,1.1967899824781152,1.1950134499785767,1.271536982107185
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.79,32.50987090454581,26.956641841364693,26.956641841364693,26.975731838044872,1.2051525089189956,1.1854915484201354,1.2234502825034592,1.20600596676177,1.198740520223604,1.2688654195920868,1.20600596676177,1.198740520223604,1.2688654195920868
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.8,34.225025104597414,28.229067746280577,28.229067746280577,28.20626171201577,1.213383944814554,1.1946611936543308,1.230618227236461,1.2124036617931477,1.2044154638796825,1.2632683880452165,1.2124036617931477,1.2044154638796825,1.2632683880452165
power,det_nonpar_dt50ns_ap0.01_tau100ns,0,P0.875,0.875,0.875,1.0,92.38112234969148,0.9607843137254901,8.60576776069377,0.10410412003629116,0.32529989150658817,18444.51890903408,0.81,36.03066732715124,29.561555571855166,29.561555571855166,29.49970380134629,1.2213908169988776,1.2046524615241334,1.2378632164324734,1.2188352957127588,1.2096967803457872,1.2590887408151874,1.2188352957127588,1.2096967803457872,1.2590887408151874
